,Ticker
33382,ALRHF
33383,PAL.DE
33384,VZN.SW
33385,I3H.SG
33386,0QUW.L
33387,REIAGROLTD.NS
33388,UBZGF
33389,0J04.L
33390,0QNE.L
33391,0EW1.L
33392,PEARLAGRI.BO
33393,SMPLXTR.BO
33394,0QNG.L
33395,VTGBF
33396,HUE.SW
33397,BKWAF
33398,0NDV.L
33399,7KT.SG
33400,2BU.F
33401,AGV.MU
33402,0QQ6.L
33403,0OQX.L
33404,PALM.JK
33405,KTGRF
33406,AGS.SI
33407,DRGHY
33408,A35.F
33409,AGVNF
33410,8WP.F
33411,AUKUF
33412,GAFL-CRA81B0.SA
33413,AG8.SG
33414,HOCFF
33415,AGX.F
33416,BIESF
33417,AGRDF
33418,EMH1.DE
33419,2BU.BE
33420,THAFF
33421,52BA.SG
33422,SH-ANJY.BO
33423,0NZ7.L
33424,A3J.F
33425,SGTSF
33426,WARN.SW
33427,BSG.SG
33428,RATIY
33429,KEBA.F
33430,WL6J.DE
33431,LNZ.VI
33432,AG4.F
33433,IC8.DE
33434,AGG.AX
33435,0P3F.L
33436,GAFL-CRA1DL1.SA
33437,AGRU-DEB210B.SA
33438,SXYAY
33439,0NIR.L
33440,NATNLSTEEL.NS
33441,GAFL-CRA11L0.SA
33442,AGVE6L.SA
33443,0MJ9.L
33444,MAISF.BO
33445,MA1.DE
33446,EP1.BE
33447,0MPM.L
33448,IHA.F
33449,0QFR.L
33450,0GJK.L
33451,8376-OL.HK
33452,PMO1.DE
33453,MSAH
33454,8AP.SG
33455,0GVE.L
33456,KOMN.SW
33457,0QW9.L
33458,VALN.SW
33459,1131-OL.HK
33460,AHROQ
33461,AHNMF
33462,AHLUCONT.BO
33463,AHAG
33464,AHU.V
33465,AHT-PA
33466,AHS.V
33467,AHLWEST.NS
33468,AHL.AX
33469,AHL-PA
33470,AHD.AX
33471,AHCHF
33472,AHBRF
33473,AHCP
33474,AHOF.DU
33475,AHMEDFORG.NS
33476,AHOLA-A.ST
33477,AHURAWE.BO
33478,7315@BN.KL
33479,AHOC.F
33480,AHREF
33481,AHEB3.SA
33482,AHIMSA-SO.NS
33483,AH2N.SG
33484,AHIMSA-SQ.NS
33485,AHICF
33486,AHR.BE
33487,AHC.BK
33488,AHOH.EX
33489,AH2N.BE
33490,AHG1.F
33491,AHIMSA-SM.NS
33492,AHOC.SG
33493,AHP.V
33494,AHE.DU
33495,AHC.V
33496,AH2N.F
33497,0391-OL.HK
33498,AHE.F
33499,AHR.V
33500,AHLWEST.BO
33501,AH-R.BK
33502,AHKSY
33503,AHKSF
33504,AH.TI
33505,MFK1.BE
33506,AHDT
33507,AHOLA.HE
33508,AHG.AX
33509,AHO-H.V
33510,AHR.F
33511,AHLA.HM
33512,AHLA.BE
33513,AHY.AX
33514,AHBCF
33515,AHLEAST.BO
33516,0QS2.L
33517,OC3.HM
33518,AHEB6F.SA
33519,AHCLF
33520,AHLL
33521,AHL.BE
33522,7315@OM.KL
33523,AHEB3F.SA
33524,AHE.SG
33525,AHX.AX
33526,AHIMSA-SL.NS
33527,AH.BK
33528,AHQ.AX
33529,AHEB6.SA
33530,A7Q1.SG
33531,AHIMSA-SP.NS
33532,AHOF.SG
33533,AHK.AX
33534,AHQ.F
33535,AHT-PD
33536,AHV.MU
33537,AHEB5.SA
33538,AHC.MU
33539,AHEB5F.SA
33540,AHFCF
33541,AHV.F
33542,AHLUCONT.NS
33543,AHSNF
33544,A7Q1.F
33545,AHLEAST.NS
33546,AHIMSA-SI.NS
33547,AHOF.MU
33548,FENER.IS
33549,AHF.AX
33550,AHC.BE
33551,AHUN.F
33552,AHN.MX
33553,AH9.F
33554,AHMDSTE.BO
33555,AH9.BE
33556,AHO.MI
33557,AHC-R.BK
33558,AHIMSA-ST.NS
33559,CAM.MC
33560,AHL1V.HE
33561,AHN.AX
33562,3SQ1.HM
33563,7315.KL
33564,AHC.SG
33565,AHR.AX
33566,AHOF.F
33567,AHOF.HM
33568,AHF-DB.TO
33569,AHG1.DE
33570,ICAGY
33571,CPCAY
33572,CAPWF
33573,C6L.SI
33574,AUKNY
33575,AIXXF
33576,AIV-PZ
33577,AIOCF
33578,AII.V
33579,AIF.TO
33580,AIEA.L
33581,AIBSF
33582,AI.TO
33583,SYDDF
33584,SINGY
33585,SAMZF
33586,NASFUT.OL
33587,MYPRF
33588,MJP.AX
33589,IQ.V
33590,INR.BE
33591,IAG.MC
33592,GOLL4.SA
33593,GAPFF
33594,G7V.F
33595,ELAL.TA
33596,CTY.MU
33597,CPCAF
33598,CFRLF
33599,CEBUF
33600,BJCHY
33601,BABWF
33602,ATPN
33603,ASEKY
33604,ANSBF
33605,AIXB.DE
33606,AIX.V
33607,AIW.MU
33608,AIVAF
33609,AIRO
33610,AIRA.DE
33611,AIR.HM
33612,AIR.F
33613,AIR.DE
33614,AIQUF
33615,AIQ.AX
33616,AIOYY
33617,AIOM
33618,AIMSF
33619,AIMS.JK
33620,AIM-PC.TO
33621,AIM-PA.TO
33622,AILIP
33623,AILIH
33624,AIL.F
33625,AIL.DE
33626,AIFLY
33627,AIERF
33628,AICPQ
33629,AICHAMP.NS
33630,AICAF
33631,AIAENG.NS
33632,AIA.NZ
33633,AIOAF
33634,4609.TWO
33635,TAXA4L.SA
33636,SDA.SG
33637,MAXM.TA
33638,NCA2.L
33639,TAXA161.SA
33640,TAXA17.SA
33641,TAXA63.SA
33642,AIG-WT
33643,TAXA106.SA
33644,TAXA345.SA
33645,AIR.MC
33646,TAXA129.SA
33647,5099@BN.KL
33648,AIMLBBPH.BO
33649,TAXA303.SA
33650,TAXA310.SA
33651,EFORL.BK
33652,TAXA210.SA
33653,AILLI
33654,TAXA35.SA
33655,TAXA59.SA
33656,3128-OL.HK
33657,OYC.MU
33658,TAXA19.SA
33659,MJS.F
33660,TAXA31L.SA
33661,S64.BE
33662,TAXA20L.SA
33663,RJC.F
33664,S64.SG
33665,AIDC
33666,AIL.HA
33667,AIO.AX
33668,A1G.SG
33669,T.V
33670,TAXA148.SA
33671,TO2.AX
33672,TAXA22.SA
33673,EADF.EX
33674,TAXA143.SA
33675,TAXA302.SA
33676,TAXA47.SA
33677,AIXA.SW
33678,AIAENG6.BO
33679,TAXA212.SA
33680,TAXA295.SA
33681,TAXA74.SA
33682,TAXA50.SA
33683,TAXA165.SA
33684,TAXA58L.SA
33685,TAXA260.SA
33686,TAXA32.SA
33687,HHV.L
33688,TAXA123.SA
33689,5014@OM.KL
33690,TAXA69.SA
33691,VALO.BA
33692,TAXA265.SA
33693,TAXA41.SA
33694,TAXA362.SA
33695,TAXA109.SA
33696,TAXA232.SA
33697,CTY.F
33698,TAXA242.SA
33699,TAXA319.SA
33700,AIR.SG
33701,TAXA262.SA
33702,AIRA-R.BK
33703,TAXA113.SA
33704,BHARTIARTL4.BO
33705,8BA.F
33706,TAXA170.SA
33707,TAXA85.SA
33708,TAXA256.SA
33709,TAXA193.SA
33710,TAXA104.SA
33711,TAXA21L.SA
33712,TAXA1L.SA
33713,AIRF-U.TI
33714,TAXA86.SA
33715,TAXA86L.SA
33716,TAXA42.SA
33717,TAXA361.SA
33718,MJS.DU
33719,AINN.HM
33720,TAXA246.SA
33721,AIFL.BO
33722,TAXA307.SA
33723,AILLL
33724,TAXA311.SA
33725,TAXA24.SA
33726,CSSA.BE
33727,TAXA146.SA
33728,TAXA304.SA
33729,30734655.NX
33730,TAXA263.SA
33731,TAXA171.SA
33732,SIA1.HM
33733,TAXA321.SA
33734,TAXA29.SA
33735,TAXA88L.SA
33736,INR.MU
33737,AINN.DE
33738,TAXA332.SA
33739,TAXA71.SA
33740,TAXA342.SA
33741,TAXA87.SA
33742,TAXA43L.SA
33743,TAXA344.SA
33744,BJ1.SG
33745,TAXA221.SA
33746,HKAEY
33747,AI3F.EX
33748,AIAENG.BO
33749,TAXA350.SA
33750,DAL.MX
33751,TAXA247.SA
33752,TAXA339.SA
33753,SIA1.DU
33754,TAXA200.SA
33755,TAXA142.SA
33756,TAXA16.SA
33757,TAXA287.SA
33758,TX3.BE
33759,TAXA65.SA
33760,TAXA250.SA
33761,TAXA45L.SA
33762,AIOME
33763,TAXA215.SA
33764,TAXA202.SA
33765,TAXA70L.SA
33766,HPJN.F
33767,TAXA36L.SA
33768,INTR.BA
33769,NVPE.F
33770,TAXA364.SA
33771,TAXA90.SA
33772,TAXA141.SA
33773,SDA.BE
33774,TAXA75.SA
33775,6526.TWO
33776,TAXA189.SA
33777,TAXA58.SA
33778,TAXA145.SA
33779,TAXA251.SA
33780,TAXA329.SA
33781,TAXA192.SA
33782,TAXA78.SA
33783,C6U.SI
33784,TAXA312.SA
33785,INR.DU
33786,ALK.SG
33787,AITA.SG
33788,AI3A.BE
33789,TAXA149.SA
33790,TAXA294.SA
33791,INRA.BE
33792,AIJ.F
33793,TAXA282.SA
33794,0FGH.L
33795,AIXA.HA
33796,TAXA57.SA
33797,TAXA341.SA
33798,TAXA116.SA
33799,TAXA128.SA
33800,TAXA44L.SA
33801,TAXA158.SA
33802,CHEAF
33803,TAXA37.SA
33804,AIXF.EX
33805,ALFBA.PA
33806,TAXA328.SA
33807,7A2.MU
33808,TAXA203.SA
33809,TAXA228.SA
33810,TAXA183.SA
33811,TAXA283.SA
33812,AINC.A
33813,TAXA172.SA
33814,TAXA164.SA
33815,BJ1.F
33816,TAXA138.SA
33817,TAXA249.SA
33818,5099@OM.KL
33819,TAXA64L.SA
33820,TAXA73L.SA
33821,TAXA248.SA
33822,TAXA71L.SA
33823,TAXA290.SA
33824,AIV.F
33825,7A2.SG
33826,TAXA351.SA
33827,TAXA365.SA
33828,TAXA359.SA
33829,THAF.BE
33830,CIRFP
33831,AIOLC.AT
33832,TAXA76.SA
33833,TAXA110.SA
33834,TAXA49L.SA
33835,TAXA18L.SA
33836,TAXA244.SA
33837,TAXA155.SA
33838,AIT-R.BK
33839,TAXA39L.SA
33840,TAXA79L.SA
33841,TAXA261.SA
33842,TAXA69L.SA
33843,TAXA285.SA
33844,TAXA60.SA
33845,TAXA105.SA
33846,83128-OL.HK
33847,TAXA211.SA
33848,AI.SW
33849,KLH.BE
33850,TAXA135.SA
33851,AP3.F
33852,PBE17.BA
33853,ALK.F
33854,TAXA225.SA
33855,TAXA84L.SA
33856,CTY.DU
33857,TAXA100.SA
33858,26318698.NX
33859,AIRA.BK
33860,TAXA85L.SA
33861,TAXA322.SA
33862,TAXA198.SA
33863,TAXA114.SA
33864,5014@BN.KL
33865,TAXA67.SA
33866,NOK-R.BK
33867,BHARTIART.NS
33868,TAXA130.SA
33869,INR.SG
33870,AIRN.SW
33871,AIII.A
33872,AISLF
33873,TAXA80.SA
33874,TAXA90L.SA
33875,TAXA201.SA
33876,TAXA305.SA
33877,TAXA26L.SA
33878,NYVQ.MU
33879,AI3A.MU
33880,AIRI.A
33881,TAXA313.SA
33882,AIOTF
33883,DAL.SW
33884,TAXA340.SA
33885,AP3.MU
33886,AINN.MU
33887,AIM-PB.TO
33888,TAXA118.SA
33889,INR.F
33890,TAXA38.SA
33891,AILNP
33892,TAXA6L.SA
33893,TAXA337.SA
33894,TAXA178.SA
33895,AIMCOPEST.BO
33896,TAXA296.SA
33897,AINFRA.BO
33898,TAXA357.SA
33899,TAXA194.SA
33900,TAXA79.SA
33901,AIW.F
33902,AIDA
33903,LUV.MX
33904,AIG.SW
33905,AITVF
33906,AIB.AX
33907,JAW.F
33908,KFA6.BO
33909,TAXA91.SA
33910,TAXA207.SA
33911,TAXA360.SA
33912,TAXA355.SA
33913,ATSG.BE
33914,TAXA34L.SA
33915,TAXA185.SA
33916,TAXA157.SA
33917,TAXA77.SA
33918,TAXA88.SA
33919,TAXA94L.SA
33920,TAXA163.SA
33921,TAXA224.SA
33922,AIDIF
33923,AIXA.F
33924,LATM33F.SA
33925,TX3.MU
33926,TAXA92L.SA
33927,TAXA343.SA
33928,8BA.BE
33929,GA7.BE
33930,TAXA96L.SA
33931,TAXA17L.SA
33932,AKN.BE
33933,TAXA117.SA
33934,TAXA235.SA
33935,THAF.F
33936,WI2.BE
33937,AWK.NZ
33938,JAL.MU
33939,TAXA57L.SA
33940,TAXA147.SA
33941,TAXA356.SA
33942,TAXA126.SA
33943,TAXA234.SA
33944,AIXA.DU
33945,SWN.DU
33946,TAXA274.SA
33947,AIGI
33948,TAXA98.SA
33949,7A2.BE
33950,30734655.PA
33951,AIRP-U.TI
33952,TAXA18.SA
33953,TAXA68L.SA
33954,TX3.F
33955,TAXA349.SA
33956,AIRE.SW
33957,MJS.SG
33958,TAXA308.SA
33959,TAXA5L.SA
33960,TAXA245.SA
33961,AW8.F
33962,TAXA236.SA
33963,TAXA363.SA
33964,TAXA36.SA
33965,TAXA213.SA
33966,AD2.BE
33967,AIV-PA
33968,AIE-R.BK
33969,AICHAMP-EQ.NS
33970,TAXA293.SA
33971,RTA.SG
33972,TAXA190.SA
33973,0NP9.L
33974,AINN.F
33975,TAXA179.SA
33976,TAXA83.SA
33977,235010.KQ
33978,AIN.MX
33979,AIL.HM
33980,TAXA136.SA
33981,AIR.BE
33982,LATM33.SA
33983,TAXA233.SA
33984,TAXA53.SA
33985,AIJ.SG
33986,TAXA227.SA
33987,JBLU.MX
33988,AP3.BE
33989,TAXA41L.SA
33990,TAXA222.SA
33991,OSEC.L
33992,TAXA196.SA
33993,0NWF.L
33994,TAXA334.SA
33995,TAXA267.SA
33996,TAXA209.SA
33997,OYC.F
33998,TAXA238.SA
33999,AIA080.NZ
34000,WI2.SG
34001,TAXA177.SA
34002,AIA130.NZ
34003,TAXA353.SA
34004,TAXA336.SA
34005,AIPUF
34006,ARPT-R2.TA
34007,AXN-H.V
34008,TAXA27.SA
34009,ASEKF
34010,TAXA150.SA
34011,THAF.MU
34012,NYVQ.F
34013,TAXA354.SA
34014,0293-OL.HK
34015,TAXA258.SA
34016,TAXA318.SA
34017,AIL.SG
34018,TAXA315.SA
34019,TAXA28L.SA
34020,TAXA127.SA
34021,TAXA95L.SA
34022,BA-R.BK
34023,HK6.F
34024,JPNRF
34025,SUPERIA.BO
34026,TAXA152.SA
34027,TAXA205.SA
34028,AI1.SI
34029,TAXA99.SA
34030,0AW.F
34031,TAXA125.SA
34032,JETAIRWAY.NS
34033,TAXA42L.SA
34034,TAXA252.SA
34035,7A2.F
34036,KFA.BO
34037,AI7.BE
34038,TAXA324.SA
34039,AI3A.F
34040,AITA.MU
34041,LB2D5.BA
34042,AI7.F
34043,TAXA167.SA
34044,SDA.F
34045,26318698.PA
34046,TAXA63L.SA
34047,TAXA254.SA
34048,TAXA231.SA
34049,0LN7.L
34050,TAXA180.SA
34051,TAXA191.SA
34052,TAXA346.SA
34053,AILQF
34054,TAXA97L.SA
34055,TAXA55.SA
34056,SIA1.BE
34057,AIIL.BO
34058,TAXA175.SA
34059,TAXA284.SA
34060,TAXA77L.SA
34061,AIA200.NZ
34062,AILIO
34063,TAXA219.SA
34064,W5A.BE
34065,TAXA320.SA
34066,AIY.AX
34067,EFORL-R.BK
34068,A0P.SI
34069,AIR.HA
34070,AVLA.F
34071,TAXA281.SA
34072,R2:LATM33S.SA
34073,TAXA23L.SA
34074,AILLP
34075,AIRL.BO
34076,CTY.BE
34077,TAXA55L.SA
34078,DCVRF
34079,G7V.BE
34080,TAXA217.SA
34081,AILIM
34082,SWN.SG
34083,TAXA352.SA
34084,W5A.F
34085,TAXA62.SA
34086,0AW.BE
34087,TAXA184.SA
34088,TAXA187.SA
34089,TAXA84.SA
34090,TAXA31.SA
34091,ALK.BE
34092,TAXA62L.SA
34093,TAXA279.SA
34094,TAXA0L.SA
34095,TAXA134.SA
34096,TAXA291.SA
34097,TAXA214.SA
34098,TAXA70.SA
34099,AINN.SG
34100,TAXA48L.SA
34101,TAXA96.SA
34102,TAXA169.SA
34103,MJS.BE
34104,TAXA30.SA
34105,NWC.F
34106,BD2C9.BA
34107,TAXA20.SA
34108,TAXA240.SA
34109,TAXA50L.SA
34110,TAXA330.SA
34111,TAXA218.SA
34112,AINN.HA
34113,TAXA151.SA
34114,TAXA115.SA
34115,AILLM
34116,SWN.MU
34117,RTA.MU
34118,TAXA108.SA
34119,SIA1.MU
34120,NWC.BE
34121,TAXA237.SA
34122,AILIN
34123,JAL.F
34124,TAXA82.SA
34125,BHARTIARTL6.BO
34126,TAXA47L.SA
34127,AIE.BK
34128,PATELSAI.BO
34129,TAXA32L.SA
34130,BHARTIARTL.BO
34131,TAXA168.SA
34132,TAXA24L.SA
34133,SIA1.F
34134,AIBEF
34135,SWN.BE
34136,TAXA131.SA
34137,TAXA162.SA
34138,TAXA61.SA
34139,AIML.BO
34140,AIL.BO
34141,TAXA56L.SA
34142,TAXA140.SA
34143,TAXA65L.SA
34144,AIL.MU
34145,TAXA333.SA
34146,TAXA48.SA
34147,AIRRF
34148,AIPCL.BO
34149,W8W.F
34150,JAL.SG
34151,TAXA174.SA
34152,TAXA338.SA
34153,AI6M.BE
34154,-A.TO
34155,TAXA33L.SA
34156,TAXA54L.SA
34157,AI3A.SG
34158,TAXA220.SA
34159,0670-OL.HK
34160,TAXA316.SA
34161,TAXA139.SA
34162,3615.TWO
34163,AP3.SG
34164,TAXA195.SA
34165,NVPE.MU
34166,TAXA325.SA
34167,TAXA35L.SA
34168,NYVQ.BE
34169,TAXA347.SA
34170,5TA.F
34171,TAXA259.SA
34172,GA7.F
34173,TAXA74L.SA
34174,4MA.F
34175,TAXA229.SA
34176,TAXA51L.SA
34177,RTA.F
34178,AIL.BE
34179,AIR.L
34180,TAXA253.SA
34181,TAXA230.SA
34182,TAXA91L.SA
34183,TAXA273.SA
34184,N5A.F
34185,AIL6.BO
34186,A1G.F
34187,AIXA.SG
34188,AI2.F
34189,TAXA286.SA
34190,TAXA306.SA
34191,AIHA.F
34192,TAXA67L.SA
34193,TAXA73.SA
34194,TAXA72.SA
34195,1626.TW
34196,BA.BK
34197,TAXA66L.SA
34198,CIAH.SG
34199,TAXA43.SA
34200,TAXA348.SA
34201,MJS.MU
34202,AIOSF
34203,TAXA133.SA
34204,TAXA27L.SA
34205,AITA.BE
34206,A1G.DU
34207,TAXA272.SA
34208,TAXA49.SA
34209,AIXA.BE
34210,TAXA37L.SA
34211,TAXA111.SA
34212,TAXA309.SA
34213,TAXA16L.SA
34214,1299-OL.HK
34215,TAXA29L.SA
34216,TAXA102.SA
34217,TAXA30L.SA
34218,AID1.F
34219,JETAIRWAYS.NS
34220,TAXA173.SA
34221,TAXA81L.SA
34222,AIA110.NZ
34223,AICHAMP.BO
34224,TAXA326.SA
34225,TAXA271.SA
34226,TAXA277.SA
34227,TAXA78L.SA
34228,HHVT.L
34229,TAXA76L.SA
34230,TAXA40.SA
34231,TAXA112.SA
34232,TAXA103.SA
34233,CSSA.F
34234,TAXA241.SA
34235,1055-OL.HK
34236,AKN.F
34237,TAXA327.SA
34238,SINGF
34239,AITPF
34240,AINSF
34241,TAXA243.SA
34242,TAXA335.SA
34243,TAXA289.SA
34244,TAXA2L.SA
34245,A1G.MU
34246,EAD-U.TI
34247,AILFQ
34248,RJC.SG
34249,AISA.MC
34250,TAXA276.SA
34251,TAXA314.SA
34252,GOLL10.SA
34253,NWARF
34254,TAXA301.SA
34255,TAXA317.SA
34256,AID1.BE
34257,TAXA25L.SA
34258,INRF.EX
34259,CTY.SG
34260,88867.ST
34261,TAXA166.SA
34262,AXP.AX
34263,GOLL10F.SA
34264,AIE.BE
34265,AIN-H.V
34266,AIR010.NZ
34267,8088-OL.HK
34268,AIL4.BO
34269,3538.TWO
34270,TAXA270.SA
34271,TAXA239.SA
34272,AILLO
34273,0753-OL.HK
34274,RTA.BE
34275,IBRA11.SA
34276,TAXA33.SA
34277,AIFL.NS
34278,TAXA176.SA
34279,AIK.AX
34280,TAXA51.SA
34281,TAXA61L.SA
34282,TAXA80L.SA
34283,TAXA52.SA
34284,WIZZ.L
34285,AIW.BE
34286,TAXA107.SA
34287,TAXA95.SA
34288,TAXA28.SA
34289,TAXA132.SA
34290,TAXA186.SA
34291,TAXA280.SA
34292,TAXA87L.SA
34293,SDA.DU
34294,AIG.BA
34295,TAXA92.SA
34296,AIXA.MU
34297,TAXA156.SA
34298,TAXA3L.SA
34299,AIABF
34300,TAXA275.SA
34301,AIL.DU
34302,JAIRF
34303,AIY.SI
34304,LFL.BE
34305,TAXA89.SA
34306,TAXA300.SA
34307,BBO16.BA
34308,AINN.DU
34309,AIR.AX
34310,TAXA137.SA
34311,S64.F
34312,AILLN
34313,TAXA68.SA
34314,TAXA288.SA
34315,BJ1.BE
34316,TAXA56.SA
34317,23052155.PA
34318,TAXA121.SA
34319,KFA-BZ.NS
34320,TAXA46L.SA
34321,TAXA25.SA
34322,AIB.BE
34323,TAXA64.SA
34324,TAXA94.SA
34325,TAXA23.SA
34326,TAXA44.SA
34327,TAXA124.SA
34328,TAXA358.SA
34329,TAXA153.SA
34330,TAXA38L.SA
34331,AII.F
34332,TAXA46.SA
34333,TAXA52L.SA
34334,TAXA119.SA
34335,NOKPF
34336,TAXA292.SA
34337,CIAH.BE
34338,TAXA159.SA
34339,TAXA299.SA
34340,AISF.BE
34341,AI-R.BK
34342,BJCHF
34343,NOK.BK
34344,AIA120.NZ
34345,CHKIF
34346,TAXA26.SA
34347,TAXA66.SA
34348,TAXA81.SA
34349,PBN16.BA
34350,TAXA160.SA
34351,TAXA323.SA
34352,AI.BK
34353,AIS-H.V
34354,TAXA83L.SA
34355,TAXA181.SA
34356,TAXA268.SA
34357,TAXA199.SA
34358,TX3.SG
34359,AIR.EX
34360,TAXA188.SA
34361,TAXA257.SA
34362,TAXA72L.SA
34363,AI6M.F
34364,AIV.MU
34365,NYVQ.SG
34366,TAXA22L.SA
34367,AIFL-EQ.NS
34368,TAXA297.SA
34369,TAXA331.SA
34370,ADH2.SG
34371,TAXA39.SA
34372,TAXA120.SA
34373,TAXA54.SA
34374,TAXA197.SA
34375,TAXA208.SA
34376,TAXA269.SA
34377,TAXA19L.SA
34378,A1G.BE
34379,AIT.BK
34380,TAXA82L.SA
34381,TAXA93.SA
34382,TAXA97.SA
34383,0694-OL.HK
34384,AINWF
34385,AID.CN
34386,TAXA298.SA
34387,TAXA93L.SA
34388,TAXA206.SA
34389,TAXA278.SA
34390,TAXA144.SA
34391,TAXA223.SA
34392,TAXA45.SA
34393,OOA.L
34394,AIR.DU
34395,ATSG.MX
34396,TAXA34.SA
34397,TAXA182.SA
34398,WJAVF
34399,AXN-P.V
34400,SIA1.SG
34401,AIR.MU
34402,AMC.CN
34403,NWC.MU
34404,TAXA255.SA
34405,TAXA264.SA
34406,TAXA21.SA
34407,TAXA122.SA
34408,AI3A.DU
34409,TAXA75L.SA
34410,GOLN.MX
34411,TAXA59L.SA
34412,4545.TW
34413,TAXA216.SA
34414,TAXA204.SA
34415,TAXA98L.SA
34416,TAXA99L.SA
34417,AIL.NS
34418,AIR.SW
34419,3693.TWO
34420,510880.SS
34421,TAXA89L.SA
34422,0KVV.L
34423,AIXA.HM
34424,TAXA53L.SA
34425,TAXA60L.SA
34426,419919.PA
34427,AIF.SG
34428,TAXA40L.SA
34429,OYC.BE
34430,TAXA154.SA
34431,TAXA226.SA
34432,AISHWARYA.BO
34433,MJS.HM
34434,CIAH.F
34435,TAXA101.SA
34436,TAXA266.SA
34437,AIA070.NZ
34438,AJSB
34439,AJINY
34440,AJAC
34441,BCE-PJ.TO
34442,AJZ.SG
34443,AJY.AX
34444,AJX.AX
34445,AJMPF
34446,AJMERA.NS
34447,AJLGF
34448,AJJ.AX
34449,AJGHD
34450,AJGH
34451,AJ91.F
34452,AJ91.BE
34453,0538-OL.HK
34454,AJI.BE
34455,AJR.F
34456,AJW.F
34457,-PI.TO
34458,7609.KL
34459,AJ4.HM
34460,2658@OM.KL
34461,AJANTPHARM.NS
34462,AJ4.MU
34463,AJMERA.BO
34464,AJD.AX
34465,AJI.F
34466,AJD-R.BK
34467,AJM.BE
34468,AJ17X.BA
34469,AJGFF
34470,AJ91.DU
34471,AJANTPHAR.NS
34472,AJP.F
34473,AJW.MU
34474,AJINF
34475,AJ2.SI
34476,AJ4.DU
34477,AJM.AX
34478,AJ-R.BK
34479,AJM.F
34480,AJM.SG
34481,AJANTSOY.BO
34482,AJ4.F
34483,AJSCF
34484,AJEL.BO
34485,AJP.BE
34486,095570.KS
34487,AJ17.BA
34488,AJ4.SG
34489,AJP.SG
34490,AJ.BK
34491,AJCON.BO
34492,SHREEAJIT.BO
34493,FW9.BE
34494,SAPPL.BO
34495,AJI.DU
34496,AJH.F
34497,AJANTPHARM.BO
34498,AJ5.F
34499,AJQE.AX
34500,7609@OM.KL
34501,AJN.BE
34502,2658@BN.KL
34503,2658.KL
34504,AJ91.SG
34505,AJG.L
34506,SVCBY
34507,SVCBF
34508,SMAWF
34509,SCA-B.ST
34510,AKSY
34511,PKCPF
34512,LNAGF
34513,GEAGY
34514,GEAGF
34515,CTTAY
34516,AKRRF
34517,AKDS
34518,TLSNF
34519,SECT-B.ST
34520,HOLM-B.ST
34521,HOLM-A.ST
34522,HLMNF
34523,ERIAF
34524,EEG1T.TL
34525,DUERF
34526,DLAKF
34527,CTTAF
34528,BFEHF
34529,BCE-PK.TO
34530,AKZO.HM
34531,AKY.AX
34532,AKRN.ME
34533,AKQ.MU
34534,AKQ.F
34535,AKKVF
34536,AKFHF
34537,AKENR.IS
34538,AKE.PA
34539,AKDSD
34540,AKCPF
34541,AKBTY
34542,AKBNK.IS
34543,AKBIY
34544,AKBIF
34545,AKARTOOL.BO
34546,AKABY
34547,AKAAF
34548,AKA.OL
34549,AKC-P.V
34550,0LUU.L
34551,AK2.SG
34552,AKAVF
34553,AKZOINDIA.NS
34554,7CD.SG
34555,AKZ.SW
34556,0NS1.L
34557,AK61.BE
34558,0E6Y.L
34559,AKC060.NZ
34560,0LZF.L
34561,AK3.F
34562,0O0N.L
34563,AKVAO.ST
34564,B5A.DE
34565,RK6A.BE
34566,T2Z.F
34567,AK3.HM
34568,AKENV.NX
34569,KPLUY
34570,0MHU.L
34571,AKH.V
34572,0H3X.L
34573,AKU.F
34574,0OFR.L
34575,INDU-C.ST
34576,AKPI.JK
34577,AKU.SG
34578,T2Z.SG
34579,AKC.BE
34580,AK7.HM
34581,FDA.F
34582,0FMN.L
34583,0MG1.L
34584,AK3.MU
34585,0NJS.L
34586,MLAKD.PA
34587,AKSI.JK
34588,ARP.ST
34589,AKTRV.HE
34590,0H4A.L
34591,BORUF
34592,RKAGY
34593,KOEBF
34594,APG1L.VS
34595,SDF1.SG
34596,AKY.SG
34597,FKM.BE
34598,AK1.SG
34599,AKAIMPX.BO
34600,SRT.DE
34601,0G29.L
34602,0IPT.L
34603,REHA-B.ST
34604,AKC040.NZ
34605,USAK.IS
34606,0NCV.L
34607,0OK7.L
34608,AK61.F
34609,1AKA.BE
34610,AK2.BE
34611,0KFE.L
34612,USAS.IS
34613,0QBM.L
34614,T1W.HM
34615,0OIU.L
34616,AKBLF
34617,AKU.DU
34618,AK2.F
34619,RU000A0JUGA0.ME
34620,AKZOINDIA-EQ.NS
34621,0E64.L
34622,0QX7.L
34623,0H6X.L
34624,AKRTF
34625,0MCK.L
34626,AKZOINDIA.BO
34627,ASHFL.BO
34628,AKGUV.IS
34629,0GRG.L
34630,AKUF.EX
34631,AKSA.IS
34632,AKR-R.BK
34633,AKZOINDIA6.BO
34634,AKU.MU
34635,AK7.F
34636,AKSEN.IS
34637,M1T.SG
34638,AKP.AX
34639,AKTAV.HE
34640,AKK.BE
34641,0QXP.L
34642,AKCAPIT.BO
34643,KY7.SG
34644,MLAKD.NX
34645,0LS5.L
34646,0GB7.L
34647,TLS1V.HE
34648,AK3.DU
34649,T2Z.BE
34650,AKP.BK
34651,SDET.ST
34652,SVKBF
